tax	F82	S370_full	S777_AD1	S778_AD2	S779_AD3	S780_AD4	S781_AD5	S782_AD6	total
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter refrigeratoris	10	2	3	11	1	0	0	0	27
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas diminuta	12	7	3	2	2	0	1	0	27
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Herbihabitans;Herbihabitans rhizosphaerae	1	1	0	24	0	1	0	0	27
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodosalinus;Rhodosalinus sediminis	7	9	2	3	2	4	0	0	27
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter puyangensis	1	0	21	5	0	0	0	0	27
Bacteria;Bacteria_none;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;Soehngenia;Soehngenia longivitae	0	0	1	14	2	6	3	1	27
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas;Chitinimonas naiadis	19	5	1	0	1	1	0	0	27
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella thiophenivorans	20	0	0	0	0	7	0	0	27
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;Eikenella longinqua	21	3	1	0	0	2	0	0	27
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella haematophila	0	7	4	16	0	0	0	0	27
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella ciceri	11	9	1	6	0	0	0	0	27
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;Erysipelothrix inopinata	0	1	15	5	1	0	0	5	27
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Tahibacter;Tahibacter aquaticus	12	11	2	0	0	0	0	2	27
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas phosphati	18	0	7	0	0	2	0	0	27
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfotomaculaceae;Desulfotomaculum;Desulfotomaculum nigrificans	1	5	13	3	3	1	0	1	27
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus aquiflavi	1	1	8	3	1	11	2	0	27
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Caenispirillum;Caenispirillum bisanense	9	14	2	2	0	0	0	0	27
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Macromonas;Macromonas bipunctata	17	8	0	0	0	2	0	0	27
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;Cronobacter muytjensii	20	1	2	4	0	0	0	0	27
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Morganella morganii	23	0	0	2	0	0	0	2	27
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides gordonii	1	5	7	9	0	0	4	1	27
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Aquipluma;Aquipluma nitroreducens	14	8	3	0	0	1	0	0	26
Bacteria;Bacteria_none;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;Tepidimicrobium;Tepidimicrobium ferriphilum	0	0	1	0	0	25	0	0	26
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella drancourtii	4	1	9	7	1	3	0	1	26
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Falsiroseomonas;Falsiroseomonas stagni	7	11	4	3	0	0	1	0	26
Bacteria;Bacteria_none;Chlamydiae;Chlamydiia;Parachlamydiales;Simkaniaceae;Simkania;Simkania negevensis	2	23	1	0	0	0	0	0	26
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter arsenatis	20	0	0	6	0	0	0	0	26
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces subrutilus	4	5	9	6	0	1	0	1	26
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thioflavicoccus;Thioflavicoccus mobilis	12	11	0	0	0	3	0	0	26
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geotalea;Geotalea uraniireducens	0	0	20	6	0	0	0	0	26
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Salinibacterium;Salinibacterium amurskyense	7	0	0	12	0	0	0	7	26
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter lanienae	1	0	16	8	0	0	1	0	26
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;Pseudidiomarina piscicola	1	9	7	7	0	2	0	0	26
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Fuscibacter;Fuscibacter oryzae	8	5	2	7	1	2	1	0	26
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;Ornithinimicrobium cavernae	1	3	3	15	0	3	0	1	26
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella quasivariicola	19	0	1	3	1	0	2	0	26
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Chthonobacter;Chthonobacter albigriseus	5	4	7	7	0	1	2	0	26
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Tyzzerella;Tyzzerella nexilis	3	9	6	4	1	3	0	0	26
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides flavescens	0	6	5	10	0	4	0	1	26
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Pelorhabdus;Pelorhabdus rhamnosifermentans	16	3	4	1	0	1	1	0	26
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Ancalomicrobiaceae;Pinisolibacter;Pinisolibacter ravus	10	2	9	3	1	1	0	0	26
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes megaguti	9	13	1	0	0	3	0	0	26
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus eurekensis	19	2	0	3	0	0	0	2	26
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter kobei	16	1	0	4	0	0	1	3	25
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium acnes	1	2	4	13	1	2	2	0	25
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Wohlfahrtiimonas;Wohlfahrtiimonas chitiniclastica	9	2	10	2	0	2	0	0	25
Bacteria;Bacteria_none;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae;Victivallis;Victivallis lenta	11	6	2	3	0	3	0	0	25
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Alteribacillus;Alteribacillus alkaliphilus	0	0	0	17	0	8	0	0	25
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Pelosinus;Pelosinus propionicus	13	0	2	1	0	3	4	2	25
Bacteria;Bacteria_none;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus;Meiothermus granaticius	0	3	9	12	0	0	0	1	25
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;Tessaracoccus lubricantis	2	7	6	4	2	1	2	1	25
Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium congolense	1	0	11	6	0	4	3	0	25
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aquisalibacillus;Aquisalibacillus elongatus	0	2	15	6	1	1	0	0	25
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;Aquicella siphonis	6	7	10	2	0	0	0	0	25
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Lentzea;Lentzea cavernae	0	0	0	25	0	0	0	0	25
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia ureilytica	19	0	0	3	0	2	0	1	25
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylopila;Methylopila henanensis	5	10	4	2	1	2	1	0	25
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;[Clostridium] methoxybenzovorans	1	0	14	3	0	4	2	1	25
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Butyricicoccus;Butyricicoccus intestinisimiae	17	3	2	0	0	0	1	2	25
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Oryzisolibacter;Oryzisolibacter propanilivorax	15	5	0	2	1	2	0	0	25
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Rhodoplanes;Rhodoplanes pokkaliisoli	4	7	2	2	5	5	0	0	25
Bacteria;Bacteria_none;Chloroflexi;Ktedonobacteria;Thermogemmatisporales;Thermogemmatisporaceae;Thermogemmatispora;Thermogemmatispora foliorum	0	0	25	0	0	0	0	0	25
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muriicola;Muriicola jejuensis	0	23	2	0	0	0	0	0	25
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Moryella;Moryella indoligenes	3	4	7	4	1	3	0	3	25
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium platani	3	17	5	0	0	0	0	0	25
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium intestinale	1	4	11	7	1	0	0	1	25
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi	11	5	2	3	1	1	1	1	25
Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Fulvivirga;Fulvivirga imtechensis	1	3	8	5	1	7	0	0	25
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella massiliensis	2	2	4	8	0	4	1	4	25
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas ginsengisoli	8	0	3	4	0	1	9	0	25
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter sulfonylureivorans	3	5	6	5	1	2	1	2	25
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora lupini	2	3	9	5	0	2	1	3	25
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Spirillaceae;Spirillum;Spirillum volutans	13	6	2	0	2	1	1	0	25
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga;Pigmentiphaga soli	11	9	4	0	0	1	0	0	25
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;Pediococcus acidilactici	3	7	3	6	0	2	1	3	25
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium radiodurans	0	4	7	7	1	1	3	2	25
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium decolorationis	7	9	4	2	1	1	1	0	25
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaculum;Rhodobaculum claviforme	5	5	8	4	1	1	1	0	25
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium xylanophilum	9	2	6	2	1	4	1	0	25
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;Azospira inquinata	1	2	9	5	2	6	0	0	25
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Malikia;Malikia spinosa	17	0	3	1	0	2	0	2	25
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium waimense	0	25	0	0	0	0	0	0	25
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Sulfurospirillaceae;Sulfurospirillum;Sulfurospirillum barnesii	1	8	5	2	0	4	3	2	25
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Mariniphaga;Mariniphaga anaerophila	0	20	0	0	1	4	0	0	25
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Denitrobaculum;Denitrobaculum tricleocarpae	6	6	3	7	2	1	0	0	25
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Planifilum;Planifilum fimeticola	2	2	11	3	3	2	1	1	25
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Serpentinicella;Serpentinicella alkaliphila	1	10	8	2	2	1	1	0	25
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Chachezhania;Chachezhania antarctica	10	8	2	2	0	3	0	0	25
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;Tannerella forsythia	0	8	2	5	1	2	1	6	25
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora saccharolytica	25	0	0	0	0	0	0	0	25
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes dispar	0	25	0	0	0	0	0	0	25
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium hatanonis	1	3	9	7	0	1	2	2	25
Bacteria;Bacteria_none;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Haploplasma;Haploplasma axanthum	0	0	6	8	1	10	0	0	25
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;Methylocaldum gracile	2	2	3	11	3	4	0	0	25
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium malmesburyense	0	5	11	2	1	4	1	1	25
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia puris	0	1	10	6	0	8	0	0	25
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Maricaulales;Maricaulaceae;Woodsholea;Woodsholea maritima	5	10	2	4	0	1	0	3	25
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas rupellensis	7	7	5	1	1	1	2	0	24
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis bauzanensis	19	0	0	0	0	0	5	0	24
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium lundense	0	0	4	11	2	1	4	2	24
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudogemmobacter;Pseudogemmobacter hezensis	7	1	16	0	0	0	0	0	24
Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Spirosomaceae;Flectobacillus;Flectobacillus lacus	22	2	0	0	0	0	0	0	24
Bacteria;Bacteria_none;Firmicutes;Thermolithobacteria;Thermolithobacterales;Thermolithobacteraceae;Thermolithobacter;Thermolithobacter carboxydivorans	0	5	13	2	2	2	0	0	24
Bacteria;Bacteria_none;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;Fervidobacterium riparium	0	0	4	4	3	11	1	1	24
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;Thermomonas hydrothermalis	18	0	1	5	0	0	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Usitatibacteraceae;Usitatibacter;Usitatibacter palustris	15	4	0	3	1	0	1	0	24
Bacteria;Bacteria_none;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Calderihabitans;Calderihabitans maritimus	1	4	14	2	2	0	1	0	24
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis granulosa	2	0	4	18	0	0	0	0	24
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas bogoriensis	0	10	2	9	0	1	1	1	24
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus solisilvae	4	1	7	0	3	9	0	0	24
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis	15	3	1	2	0	3	0	0	24
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Kocuria;Kocuria himachalensis	0	12	2	6	2	1	0	1	24
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella;Advenella kashmirensis	9	7	3	1	2	1	1	0	24
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium lushaniae	6	0	6	6	1	5	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium xenophagum	11	7	1	3	0	0	2	0	24
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia;Kosakonia sacchari	13	0	0	11	0	0	0	0	24
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XII. Incertae Sedis;Fusibacter;Fusibacter tunisiensis	1	3	13	0	6	1	0	0	24
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus dentiloxodontae	15	4	1	2	1	0	1	0	24
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella;Eggerthella guodeyinii	0	7	8	8	0	0	0	1	24
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Ligilactobacillus salivarius	17	6	0	1	0	0	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Iodidimonadales;Iodidimonadaceae;Iodidimonas;Iodidimonas gelatinilytica	0	3	11	7	3	0	0	0	24
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium saccharobutylicum	4	2	3	6	3	3	1	2	24
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter jeongneungensis	5	5	3	8	1	1	1	0	24
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Paramaledivibacter;Paramaledivibacter caminithermalis	0	2	14	0	2	3	1	2	24
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus;Tumebacillus algifaecis	0	0	4	4	7	9	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;Methylocaldum tepidum	0	10	0	10	0	4	0	0	24
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Paraliobacillus;Paraliobacillus sediminis	1	2	12	1	3	5	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Syntrophales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans	0	12	3	0	9	0	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;Devosia confluentis	15	6	0	3	0	0	0	0	24
Bacteria;Bacteria_none;Chloroflexi;Tepidiformia;Tepidiformales;Tepidiformaceae;Tepidiforma;Tepidiforma bonchosmolovskayae	3	6	13	0	0	1	1	0	24
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum tabaci	11	7	4	0	0	1	1	0	24
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter canicola	0	9	15	0	0	0	0	0	24
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Weizmannia;Weizmannia coagulans	10	5	0	3	0	1	1	4	24
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea thiooxydans	23	0	1	0	0	0	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pusillimonas;Pusillimonas thiosulfatoxidans	6	3	8	0	5	2	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus;Croceicoccus ponticola	12	2	2	8	0	0	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseicella;Roseicella frigidaeris	4	11	5	0	3	1	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio biadhensis	1	21	0	0	1	0	1	0	24
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium nitritogenes	4	6	1	6	0	3	2	2	24
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium diernhoferi	3	12	1	6	0	1	0	1	24
Bacteria;Bacteria_none;Bacteroidota;Saprospiria;Saprospirales;Lewinellaceae;Neolewinella;Neolewinella persica	21	1	0	2	0	0	0	0	24
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rubripirellula;Rubripirellula lacrimiformis	14	4	0	5	0	1	0	0	24
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia tetrahydrofuranoxydans	0	0	0	17	0	0	0	7	24
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingopyxis;Novosphingopyxis baekryungensis	4	3	3	11	2	0	0	1	24
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Acetivibrio;Acetivibrio ethanolgignens	0	0	12	1	1	9	0	1	24
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerostipes;Anaerostipes faecis	16	0	3	5	0	0	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Kushneria;Kushneria phyllosphaerae	4	4	6	5	0	1	1	3	24
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium iriomotense	3	15	0	6	0	0	0	0	24
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Ectothiorhodospira;Ectothiorhodospira salini	14	6	2	1	1	0	0	0	24
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Prolixibacter;Prolixibacter denitrificans	2	19	0	0	2	0	0	1	24
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas alginatilytica	6	15	0	2	0	0	0	1	24
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax antarcticus	16	0	6	1	1	0	0	0	24
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus fermentum	16	7	0	0	0	0	0	0	23
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium porci	3	0	7	10	0	3	0	0	23
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;Faecalibaculum rodentium	4	17	0	2	0	0	0	0	23
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus acidiphilus	0	14	8	0	0	1	0	0	23
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium mobile	3	15	1	0	0	1	1	2	23
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus aurantiacus	2	6	7	4	0	0	3	1	23
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus hippei	2	5	13	0	1	0	1	1	23
