"","KO","S561toS566_AD.AD6","S1001_3_4_AD1_3_4","S1002_5_6_AD2_5_6","S1147_49_50_AD1_3_4","S1148_51_52_AD2_5_6","S1154_57_58_AD2_5_6","F5","F55","F110","F124","F179","S119.full","S370.full","S1273.ADFull","S1554.ADFull","S1813.ADFull"
"9688","K20534",4864,4428,3738,5176,4425,5350,4495,3622,3361,3589,3380,8158,7070,7237,6650,6947
"9689","K20539",82,91,201,99,132,129,415,347,379,358,398,189,173,170,123,184
"9690","K20541",108,94,245,108,123,108,467,495,682,737,613,379,189,388,178,150
"9691","K20542",552,247,84,144,151,48,287,340,390,327,353,123,98,81,110,62
"9692","K20543",91,103,215,122,131,198,692,752,837,846,784,208,114,217,108,119
"9693","K20547",8,10,11,12,4,12,39,33,23,45,34,12,8,4,8,0
"9694","K20551",0,2,4,2,4,8,0,0,0,0,0,0,0,0,0,0
"9695","K20555",0,0,0,0,2,2,3,6,13,13,24,0,0,4,4,0
"9696","K20603",0,2,4,10,0,4,0,0,0,0,0,0,0,0,0,0
"9697","K20604",4,14,18,10,3,11,29,4,8,13,3,0,0,0,0,0
"9698","K20607",2,0,4,0,6,3,47,14,20,34,73,25,20,16,16,14
"9699","K20608",11009,10059,5794,10735,7116,6293,726,606,743,633,394,7206,6300,6444,5156,6113
"9700","K20609",134,109,124,189,165,111,175,117,223,136,156,180,166,210,119,167
"9701","K20611",24,20,43,13,8,20,37,27,27,16,23,230,321,388,262,309
"9702","K20616",30,23,35,43,39,21,87,50,99,78,81,63,46,44,50,64
"9703","K20624",0,0,2,4,0,2,36,70,49,77,71,0,0,0,0,0
"9704","K20626",110,99,35,126,12,17,0,0,0,0,0,90,47,39,59,45
"9705","K20627",9,3,0,6,2,0,4,0,0,4,0,95,81,69,77,68
"9706","K20628",14,6,48,47,141,115,114,93,72,138,209,90,141,86,109,129
"9707","K20656",0,10,10,11,14,15,89,44,68,80,65,13,14,22,9,26
"9708","K20660",10,8,14,41,16,16,41,32,24,18,30,6,14,31,10,21
"9709","K20666",20,6,21,22,14,10,9,8,8,4,6,0,0,0,0,0
"9710","K20667",94,48,192,93,68,47,104,75,117,178,144,162,142,147,86,73
"9711","K20692",0,1,0,2,37,0,4,4,2,11,10,0,0,0,0,0
"9712","K20705",2,19,18,9,10,16,1,0,0,3,2,0,0,0,0,0
"9713","K20712",6,2,22,11,10,24,33,72,31,43,29,8,12,14,8,2
"9714","K20715",1,6,23,15,4,20,39,48,40,61,47,56,29,63,41,23
"9715","K20716",8,18,8,13,4,0,8,16,7,11,11,0,0,0,0,0
"9716","K20736",0,0,2,0,2,0,2,0,0,1,4,0,0,0,0,0
"9717","K20742",2959,2601,1252,2840,2232,853,748,634,679,757,699,2676,2094,2538,2620,2723
"9718","K20754",324,275,215,205,199,121,626,652,635,548,629,666,480,553,511,505
"9719","K20755",183,173,54,72,133,24,238,225,244,190,134,47,47,79,140,102
"9720","K20756",4,9,2,3,6,0,0,0,0,0,0,0,0,0,0,0
"9721","K20757",1075,1025,543,1548,1272,440,788,702,872,720,753,928,610,829,708,791
"9722","K20760",67,51,72,70,43,60,75,83,120,108,107,94,86,120,54,59
"9723","K20761",67,51,72,70,43,60,75,78,116,103,106,98,90,124,56,59
"9724","K20762",110,63,107,126,108,104,156,180,198,222,177,114,161,219,133,109
"9725","K20765",4,7,8,6,0,16,26,34,33,33,49,12,16,18,11,16
"9726","K20771",1,4,6,2,0,7,17,23,32,14,26,21,13,23,13,18
"9727","K20777",96,71,230,88,65,260,149,146,99,136,94,554,429,469,531,524
"9728","K20787",8,5,0,5,2,4,55,29,52,43,37,41,38,20,23,20
"9729","K20788",18,11,34,14,2,15,142,148,239,160,215,24,31,37,34,23
"9730","K20789",328,256,376,412,318,467,495,398,584,489,530,533,420,658,423,363
"9731","K20791",1,0,9,8,10,0,26,2,14,26,36,6,17,13,14,11
"9732","K20792",0,0,13,0,7,50,0,6,9,7,9,2,3,0,0,0
"9733","K20793",386,422,202,447,146,194,10,15,21,22,11,126,108,93,50,52
"9734","K20794",183,59,14,37,286,6,37,50,39,40,27,30,9,44,40,26
"9735","K20798",160,124,130,113,125,74,532,424,554,414,433,143,163,232,173,191
"9736","K20802",8,10,24,15,21,20,22,54,50,42,42,13,8,26,10,8
"9737","K20803",4,2,2,4,6,7,0,0,0,0,0,0,0,0,0,0
"9738","K20807",56,56,115,75,83,84,339,305,410,347,427,182,159,185,163,137
"9739","K20810",561,497,365,503,254,284,935,866,856,924,904,2189,1709,2190,1868,1947
"9740","K20812",65,128,32,88,34,12,0,0,0,0,0,139,65,123,106,124
"9741","K20814",759,675,1010,692,770,1025,2685,1630,2390,2317,2338,1597,1352,1673,1247,1444
"9742","K20816",30,37,32,55,21,46,20,36,35,17,40,18,19,42,14,10
"9743","K20817",4,2,14,1,5,12,39,35,26,42,62,13,10,8,13,6
"9744","K20832",8,14,12,8,10,10,67,95,110,54,91,1337,902,1497,1063,1277
"9745","K20838",126,122,90,150,35,51,84,71,86,99,86,116,100,103,89,78
"9746","K20844",101,36,21,106,10,12,12,10,10,18,26,189,238,263,235,219
"9747","K20846",27,35,50,29,74,53,56,53,41,38,21,31,20,14,32,22
"9748","K20847",41,18,120,53,80,81,160,101,83,142,87,398,313,481,311,424
"9749","K20858",0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0
"9750","K20859",9,2,9,9,4,2,14,11,0,2,9,0,0,0,0,0
"9751","K20860",5,0,1,0,13,0,2,2,7,20,14,5,4,26,15,19
"9752","K20861",162,110,394,131,199,218,1135,1041,1110,881,949,217,218,215,161,218
"9753","K20862",224,258,540,352,173,1346,614,667,734,688,684,246,221,239,206,169
"9754","K20866",543,563,555,534,828,1653,616,530,645,742,555,1295,1021,1272,1293,1087
"9755","K20867",0,0,0,0,1,179,17,30,38,26,33,22,10,23,8,2
"9756","K20875",1,4,4,0,8,57,0,0,2,0,2,0,0,0,0,0
"9757","K20876",0,0,16,2,4,32,1,6,6,11,9,0,0,0,0,0
"9758","K20880",0,0,4,6,3,2,4,8,24,5,9,66,88,30,32,70
"9759","K20881",151,114,49,124,20,72,304,208,265,323,267,74,69,50,79,61
"9760","K20882",299,250,388,324,308,458,463,505,641,407,382,532,512,687,336,356
"9761","K20883",169,108,331,185,140,167,197,138,98,103,113,250,195,272,363,192
"9762","K20884",135,154,243,188,173,1414,445,280,361,311,376,183,191,306,203,222
"9763","K20885",6031,5000,3695,5636,3737,2044,669,547,814,683,604,1979,1580,2202,1891,1802
"9764","K20890",3,0,0,2,2,2,33,12,7,25,18,3,6,15,11,6
"9765","K20892",5,4,3,5,4,4,0,0,0,0,0,6,5,0,3,2
"9766","K20893",3,6,26,12,15,22,45,22,42,35,30,35,48,52,20,39
"9767","K20895",41,19,48,35,29,27,42,37,45,32,20,70,84,104,113,94
"9768","K20896",2,12,6,6,0,2,0,0,0,0,0,0,0,0,0,0
"9769","K20900",81,69,134,79,83,114,176,117,234,147,169,119,130,148,78,93
"9770","K20901",3,12,20,20,22,38,150,115,159,83,128,27,24,55,48,55
"9771","K20902",4,0,9,9,8,5,24,22,33,23,22,18,21,8,11,32
"9772","K20903",455,324,104,323,69,55,43,87,6,7,4,411,347,283,737,384
"9773","K20904",6,3,47,2,12,143,32,56,0,2,0,20,27,19,43,28
"9774","K20905",5,6,14,12,16,7,27,25,20,29,20,11,11,11,15,13
"9775","K20906",2,6,12,2,4,13,39,59,59,29,33,12,11,10,8,11
"9776","K20918",8,10,41,5,152,7,9,13,8,14,14,54,27,33,29,34
"9777","K20919",0,0,2,0,0,1,10,4,5,2,2,0,0,0,0,0
"9778","K20920",1,0,6,1,0,9,45,41,66,66,60,52,25,12,29,17
"9779","K20922",441,541,492,749,348,227,374,280,255,331,308,563,410,348,509,409
"9780","K20927",450,427,652,539,394,445,1155,1121,1116,1335,1186,692,604,809,661,660
"9781","K20929",2,4,4,0,33,4,95,133,158,203,240,14,27,42,27,9
"9782","K20937",35,45,152,26,58,246,293,345,229,240,273,83,88,70,70,55
"9783","K20938",163,166,247,210,168,436,442,425,524,529,499,278,236,368,177,252
"9784","K20940",116,144,268,141,122,205,760,860,940,798,918,397,382,463,348,308
"9785","K20941",4,6,12,7,0,9,16,23,19,15,18,27,4,29,10,17
"9786","K20942",6,21,29,18,5,8,81,56,70,60,89,66,45,62,46,52
"9787","K20943",18,0,10,2,4,4,78,65,93,79,72,35,48,75,50,58
"9788","K20948",172,191,264,297,119,199,179,228,212,255,272,504,419,493,470,419
"9789","K20954",40,35,22,57,31,21,30,9,0,1,0,67,54,61,91,73
"9790","K20955",32,19,89,93,69,28,10,4,6,4,8,27,26,27,25,29
"9791","K20956",74,43,158,76,222,100,133,73,40,20,17,61,31,22,23,29
"9792","K20957",0,6,9,5,16,2,2,8,0,0,0,0,0,0,0,0
"9793","K20959",6,8,58,16,47,46,45,79,74,59,37,18,40,31,17,10
"9794","K20960",9,20,40,4,39,106,97,127,57,80,58,34,26,16,16,16
"9795","K20962",103,60,376,68,73,168,242,226,203,238,235,87,65,118,96,115
"9796","K20963",371,229,351,220,458,259,672,505,415,458,421,291,254,313,168,289
"9797","K20964",25,23,122,9,34,47,825,689,293,238,230,309,241,318,665,315
"9798","K20965",74,60,124,55,193,57,240,266,136,122,134,14,36,16,13,15
"9799","K20966",38,35,153,53,88,95,235,123,88,94,95,17,12,24,20,12
"9800","K20967",0,0,12,2,7,4,28,57,67,102,63,19,25,4,1,0
"9801","K20968",0,0,0,0,0,17,14,6,16,3,11,4,3,4,0,2
"9802","K20971",847,980,1053,806,454,1049,3066,3388,3078,3558,4021,10311,8183,8877,9256,9791
"9803","K20972",50,36,105,45,73,81,303,286,220,171,292,96,100,89,77,79
"9804","K20973",116,134,477,107,134,283,836,847,669,740,793,542,439,458,431,405
"9805","K20974",3070,2636,7680,2947,5081,13754,10802,11943,6597,7794,7716,7723,6723,7421,7387,7183
"9806","K20975",1196,1166,1686,1471,740,1816,3820,3232,3558,3426,4032,1595,1348,1600,1402,1201
"9807","K20976",55,65,78,46,36,54,209,267,265,310,226,362,327,317,329,345
"9808","K20977",136,190,440,194,191,812,1170,1069,622,741,996,227,167,188,159,136
"9809","K20978",53,65,123,50,50,288,368,323,133,146,251,64,61,50,69,43
"9810","K20988",4,4,13,2,8,4,100,109,69,91,73,95,65,69,66,79
"9811","K20989",2,0,51,3,6,31,73,84,60,81,47,44,10,15,12,6
"9812","K20993",3,0,2,0,0,0,20,67,51,45,50,6,2,1,2,10
"9813","K20997",323,334,453,440,306,519,1130,816,1126,962,1048,877,707,966,588,710
"9814","K20998",30,15,4,20,0,4,19,4,13,6,15,28,25,35,32,2
"9815","K20999",9,4,22,0,6,12,26,3,16,16,6,2,14,10,3,14
"9816","K21000",3156,2876,1056,3622,235,476,346,624,831,641,365,493,485,523,468,426
"9817","K21001",1096,1104,564,1266,134,326,1035,606,810,783,767,1307,979,1254,824,925
"9818","K21002",4,8,41,4,131,56,55,56,69,88,72,15,14,17,19,16
"9819","K21003",18,9,9,26,3,13,142,69,122,91,136,43,39,53,29,47
"9820","K21005",0,8,85,19,34,562,40,20,33,85,78,76,89,50,46,84
"9821","K21006",122,113,480,142,215,527,643,956,915,910,856,178,154,286,144,173
"9822","K21007",97,80,493,132,188,671,487,934,735,814,778,104,55,73,87,50
"9823","K21008",24,15,103,20,42,103,99,186,149,149,190,54,44,91,28,27
"9824","K21009",459,637,379,301,576,268,232,344,344,350,352,195,113,198,183,123
"9825","K21010",42,45,153,36,66,178,150,252,237,266,276,38,30,12,22,14
"9826","K21011",2804,2874,2418,3067,2647,1284,899,1139,1176,1131,1122,2199,1640,2056,2087,1774
"9827","K21012",670,901,702,557,733,436,393,564,473,517,519,370,300,357,417,284
"9828","K21014",205,190,362,235,176,211,319,264,354,272,219,349,325,463,225,186
"9829","K21016",8,2,20,4,4,19,17,46,37,73,64,15,20,22,18,12
"9830","K21019",1553,1607,1718,1355,1355,1804,3656,2862,3180,3377,3895,2012,1526,1768,1910,1734
"9831","K21020",1207,1108,1087,1250,2727,1134,1545,1686,1464,1381,1461,3042,2445,2638,2590,2303
"9832","K21021",784,728,1782,880,1109,4182,3811,2984,3250,3436,4079,1883,1673,1939,1555,1605
"9833","K21022",1032,954,1570,1098,839,969,1724,1568,1565,1609,1568,1106,934,1033,1128,929
"9834","K21023",10297,8906,20127,9770,15394,22810,38485,32413,33961,34890,39518,18826,16216,18267,14087,15788
"9835","K21024",714,589,1805,585,999,1471,2297,2293,1838,2019,2413,997,878,897,824,1003
"9836","K21025",28,36,431,61,50,318,945,1297,1080,1380,1198,113,67,104,96,63
"9837","K21028",7,17,35,29,28,12,15,22,23,46,24,31,19,33,24,11
"9838","K21029",4574,3842,3308,4591,3846,3141,4449,3712,4271,4424,4084,4515,4058,4594,3889,3812
"9839","K21030",6,2,34,4,36,11,28,17,0,0,2,48,56,66,23,16
"9840","K21033",146,125,155,145,124,211,124,119,153,96,86,194,177,254,86,146
"9841","K21034",44,46,83,31,38,57,205,144,180,178,211,119,104,135,104,118
"9842","K21035",26,23,16,24,26,18,56,20,39,55,38,31,22,37,21,37
"9843","K21036",97,57,110,104,79,126,211,184,235,174,203,187,166,176,96,112
"9844","K21038",1090,1055,1027,1239,1197,783,425,327,342,516,471,2497,2261,2095,2701,2153
"9845","K21039",7,11,38,8,10,70,137,65,43,59,50,8,0,4,9,10
"9846","K21052",7,2,2,0,0,2,0,0,0,0,0,14,5,11,4,6
"9847","K21053",160,197,792,185,274,691,1366,1482,1200,1379,1398,471,367,469,344,345
"9848","K21054",37,32,46,46,47,53,233,157,218,193,229,190,171,225,157,181
"9849","K21056",310,299,63,194,55,13,4,14,15,23,17,112,150,114,127,189
"9850","K21057",128,138,127,228,24,67,4,2,4,8,6,69,52,85,73,107
"9851","K21059",0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
"9852","K21060",12,32,45,22,20,62,51,89,57,62,91,20,27,18,19,4
"9853","K21061",118,113,232,207,80,163,246,193,330,379,309,128,88,106,125,92
"9854","K21062",105,71,198,125,157,197,714,812,866,842,891,302,297,349,220,241
"9855","K21063",0,9,169,16,19,168,59,60,12,45,9,302,146,265,170,291
"9856","K21064",4574,3998,3641,4245,6579,4667,3232,2999,3342,2677,2736,2463,2079,2549,2059,2312
"9857","K21065",443,341,442,657,281,87,103,110,161,182,231,42,64,52,80,55
"9858","K21071",13299,13129,9942,15205,12296,10914,5906,4752,5086,5043,5027,16861,14105,15847,13856,14049
"9859","K21079",108,89,213,78,120,209,18,17,6,0,2,255,156,54,131,55
"9860","K21084",940,855,1340,743,738,979,3264,2548,2692,2857,2888,2229,1876,1891,1576,1765
"9861","K21085",61,50,109,66,87,101,359,260,305,380,391,166,99,116,99,85
"9862","K21087",2,6,57,1,7,48,234,139,134,91,177,3,11,10,12,7
"9863","K21088",1626,1500,1602,2012,1337,1390,1974,1853,1956,1774,1496,1836,1570,2043,1628,1436
"9864","K21090",184,72,193,47,402,484,362,294,319,372,408,177,144,112,133,114
"9865","K21101",13,18,50,13,32,82,198,174,125,137,176,17,15,7,12,15
"9866","K21103",2,0,4,0,0,0,3,2,10,3,6,0,2,0,4,5
"9867","K21104",220,170,192,170,127,172,134,92,112,163,183,39,24,13,36,43
"9868","K21105",124,101,293,132,153,308,1108,1051,1182,1249,1527,441,376,505,455,354
"9869","K21106",16,12,41,13,15,67,113,92,91,148,153,30,21,27,22,30
"9870","K21108",9,4,26,8,8,17,8,10,19,20,13,33,24,15,3,13
"9871","K21113",5,5,2,4,6,9,73,41,35,42,47,55,34,59,41,37
"9872","K21116",0,0,0,0,0,7,0,0,0,0,0,3,4,6,0,2
"9873","K21119",1899,1621,2221,2264,1717,2852,3616,2789,3895,2886,3038,3383,2892,3921,2142,2865
"9874","K21121",4,2,2,3,2,2,23,13,46,21,19,19,20,17,5,28
"9875","K21133",53,47,133,77,72,132,139,121,118,119,117,94,82,94,91,52
"9876","K21134",350,342,570,382,314,457,1990,1413,1655,1647,1550,857,703,976,769,766
"9877","K21135",5,8,14,10,16,24,37,25,39,30,21,31,12,25,31,19
"9878","K21136",78,102,313,136,125,300,865,691,889,928,874,1631,1410,1523,1454,1255
"9879","K21137",99,79,234,96,150,283,529,485,510,503,592,441,300,398,416,348
"9880","K21138",129,45,122,68,51,92,95,86,72,115,104,162,104,111,127,101
"9881","K21140",308,238,593,309,364,324,827,483,615,631,593,454,447,447,331,421
"9882","K21142",232,244,320,353,154,188,378,214,366,367,301,262,215,276,210,181
"9883","K21146",145,104,187,129,113,207,37,44,42,34,50,183,142,251,100,114
"9884","K21147",1914,1977,2488,2093,1788,2134,4975,4035,4967,4870,4771,3532,3115,3985,2926,2959
"9885","K21148",375,268,657,324,376,385,969,562,874,797,748,827,682,796,451,639
"9886","K21157",55,53,61,56,54,64,119,93,109,99,111,64,80,116,50,70
"9887","K21159",546,444,852,670,485,803,1179,1220,1505,1349,1106,943,802,1267,695,861
"9888","K21161",4,5,5,3,0,10,21,32,35,22,36,4,11,16,9,3
"9889","K21162",11,20,19,23,21,26,135,128,142,95,97,29,34,38,11,7
"9890","K21163",1,3,8,7,2,7,392,251,302,332,370,23,33,46,37,13
"9891","K21164",1422,1395,1810,1825,1303,1742,3258,2911,4152,4064,3599,2087,2079,3133,1797,1664
"9892","K21166",1,2,6,3,2,0,45,32,68,58,27,17,12,14,2,5
"9893","K21167",442,376,492,479,415,644,889,591,1006,733,837,811,697,903,487,686
"9894","K21169",28,26,50,23,25,27,28,36,40,15,24,44,37,54,31,31
"9895","K21170",0,0,0,0,53,8,0,0,0,0,0,0,0,0,0,0
"9896","K21171",0,1,2,0,0,2,0,0,0,0,0,0,2,1,4,0
"9897","K21172",79,25,119,34,30,87,423,241,394,310,359,177,179,191,134,140
"9898","K21174",5,0,7,9,2,0,15,23,45,33,90,12,9,4,13,1
"9899","K21178",10,10,14,20,10,4,30,11,9,13,8,5,2,6,0,2
"9900","K21184",2,4,0,3,2,0,0,0,2,4,2,0,0,0,0,0
"9901","K21185",95,164,167,180,54,116,180,137,153,184,217,470,410,411,390,369
"9902","K21188",27,26,49,38,17,43,245,117,243,217,209,120,96,98,78,121
"9903","K21189",2,0,16,3,8,2,33,11,15,10,15,5,12,7,10,6
"9904","K21193",25,22,50,33,24,48,78,64,88,52,55,49,42,47,24,34
"9905","K21195",64,62,140,112,42,125,342,362,466,366,204,204,171,173,131,101
"9906","K21196",17,20,37,19,14,22,281,251,214,251,268,136,151,159,90,105
"9907","K21197",4,3,4,1,6,4,0,0,0,0,0,0,0,2,0,6
"9908","K21199",363,413,425,488,359,498,548,573,813,624,645,558,550,785,367,415
"9909","K21200",1391,1179,1546,1917,1268,1865,2293,2064,2943,2320,2055,2425,2181,3153,1536,1848
"9910","K21209",155,192,225,320,99,163,253,226,295,304,204,204,223,295,152,216
"9911","K21210",856,689,635,852,232,525,364,256,385,291,241,2265,1986,2042,1848,1940
"9912","K21211",30,27,29,44,13,16,18,21,35,23,27,213,166,144,256,115
"9913","K21214",40,18,61,27,15,42,80,79,94,55,83,110,132,93,75,87
"9914","K21217",0,0,12,0,8,5,7,6,2,12,4,0,0,0,0,0
"9915","K21219",814,918,270,830,675,277,23,7,7,29,14,1417,1175,1215,1285,1090
"9916","K21220",460,495,160,492,460,81,0,0,0,0,0,124,136,96,146,100
"9917","K21224",0,6,14,14,0,2,177,104,228,104,84,211,188,212,254,200
"9918","K21237",122,56,141,49,80,219,60,252,7,24,4,87,86,157,53,25
"9919","K21238",72,48,176,36,684,215,0,0,0,0,0,15,16,10,30,18
"9920","K21239",4,4,2,0,2,4,2,8,11,10,2,0,0,0,0,0
"9921","K21248",869,747,456,831,175,312,8,3,12,4,9,543,497,429,289,422
"9922","K21251",12,10,8,16,69,10,37,54,45,38,28,11,13,23,7,7
"9923","K21252",3,5,33,11,18,18,32,40,71,44,45,14,23,19,24,10
"9924","K21255",130,97,160,153,99,187,293,262,512,364,316,260,159,374,193,178
"9925","K21256",47,35,75,57,33,39,215,214,283,353,288,34,20,36,13,20
"9926","K21258",0,0,0,0,4,2,23,14,19,16,24,0,0,0,0,0
"9927","K21260",4,2,0,0,3,5,20,17,33,15,8,6,7,13,5,8
"9928","K21263",3,0,8,2,1,9,29,25,12,40,89,12,3,13,16,46
"9929","K21265",2,0,10,2,2,0,4,16,8,27,13,2,2,6,17,11
"9930","K21267",161,132,167,202,187,124,202,169,265,229,180,234,237,322,157,152
"9931","K21270",11,8,18,0,11,11,43,23,33,78,116,12,7,9,4,13
"9932","K21271",51,30,61,63,48,56,204,126,145,265,305,99,100,112,124,119
"9933","K21272",325,279,363,384,270,308,627,604,768,770,722,498,494,607,407,454
"9934","K21273",6,15,23,6,8,10,13,6,15,11,9,21,6,25,25,23
"9935","K21278",0,0,2,2,0,4,13,14,16,21,10,0,0,7,0,0
"9936","K21279",22,27,23,47,2,7,21,11,6,11,7,0,2,8,6,0
"9937","K21281",1,2,18,3,3,8,36,23,26,16,28,54,22,29,42,24
"9938","K21284",1,0,4,3,0,2,9,8,5,4,2,10,5,4,10,2
"9939","K21285",14,0,2,6,32,6,22,56,49,50,20,10,9,19,4,15
"9940","K21288",14,17,44,26,23,19,129,77,110,103,128,25,34,36,38,32
"9941","K21293",66,85,187,96,89,173,300,186,271,218,250,181,162,230,132,214
"9942","K21297",0,2,7,1,6,4,8,8,4,8,7,17,8,8,9,11
"9943","K21298",28,44,73,33,131,61,221,115,155,175,220,1456,1124,1126,1038,1141
"9944","K21302",124,130,216,146,144,304,785,546,833,642,697,309,300,433,331,411
"9945","K21303",2353,2519,2105,2475,2594,1914,2408,2465,2557,2505,2565,3261,3133,3333,2830,2854
"9946","K21304",1663,1900,1214,2038,2109,1428,851,677,858,889,933,1712,1487,1643,1383,1545
"9947","K21305",960,1093,298,742,1014,143,46,31,30,48,44,301,251,349,326,321
"9948","K21306",163,193,99,219,397,94,9,21,11,0,2,269,208,292,130,165
"9949","K21307",369,365,1237,463,461,1146,3042,2747,3117,3129,3615,1180,1042,1220,963,1009
"9950","K21308",126,123,318,127,139,354,796,781,831,839,1005,349,315,394,261,289
"9951","K21309",105,115,271,149,119,350,819,744,892,880,1036,338,265,288,212,190
"9952","K21310",521,458,610,670,435,541,871,805,978,872,772,1059,1005,1108,663,762
"9953","K21312",4,0,4,4,6,1,0,0,0,0,0,5,2,2,8,4
"9954","K21313",10,4,55,4,24,126,6,4,4,3,2,9,2,6,4,8
"9955","K21314",10,7,45,3,10,86,4,2,1,2,0,14,0,4,10,0
"9956","K21323",43,51,148,50,74,117,305,256,317,286,317,129,118,140,83,97
"9957","K21324",1,2,10,6,2,4,11,11,20,9,9,8,6,13,15,7
"9958","K21325",52,72,53,76,142,48,127,64,37,42,43,54,40,58,46,45
"9959","K21327",9,19,3,13,6,0,4,0,0,2,0,24,18,16,12,6
"9960","K21328",58,33,62,31,52,91,29,16,10,6,0,41,14,8,9,3
"9961","K21331",2,2,5,5,4,2,8,2,2,13,15,6,2,2,7,13
"9962","K21332",235,235,157,284,69,56,83,15,36,16,18,102,70,135,82,136
"9963","K21335",0,0,0,0,57,2,28,8,4,5,0,0,4,2,4,0
"9964","K21336",2,2,13,1,7,33,57,38,75,52,71,23,20,33,17,12
"9965","K21337",7,9,6,0,26,7,9,2,0,9,3,15,37,33,82,48
"9966","K21344",165,232,429,281,644,488,645,585,448,510,587,257,223,202,199,189
"9967","K21345",120,107,240,123,107,296,519,400,326,343,420,237,248,197,319,190
"9968","K21349",1340,1369,539,1299,748,407,320,171,186,223,204,1333,1040,1084,1470,1084
"9969","K21350",59,28,81,76,52,37,34,33,38,42,36,53,40,58,56,44
"9970","K21358",38,41,43,38,41,32,6,15,14,6,5,90,41,46,27,33
"9971","K21363",73,32,28,56,70,24,15,10,17,6,18,98,96,94,91,107
"9972","K21365",20,21,50,11,32,208,28,16,35,42,39,34,23,26,30,19
"9973","K21366",20,16,43,14,21,7,20,12,32,24,28,50,37,23,39,28
"9974","K21367",116,154,105,164,46,160,94,79,30,40,22,72,48,55,58,35
"9975","K21377",148,201,72,137,64,68,51,39,59,49,71,375,330,195,366,218
"9976","K21378",0,2,4,0,0,2,0,2,2,0,5,11,2,7,4,4
"9977","K21379",375,456,180,267,289,59,154,67,57,64,50,223,175,293,308,222
"9978","K21384",0,0,2,2,2,6,0,0,0,0,0,0,0,0,0,0
"9979","K21393",4169,3942,4309,5247,3728,3098,4315,4279,4785,4590,4989,5612,4225,5336,4992,5398
"9980","K21394",797,754,941,988,620,656,1230,1188,1284,1306,1321,1207,886,1151,995,1005
"9981","K21395",5068,4927,5027,6081,3655,3593,5837,6202,6471,6384,6921,7151,5578,6988,6997,6407
"9982","K21396",19,32,57,51,14,49,2,15,8,30,16,59,76,38,84,67
"9983","K21397",6574,5695,4638,6917,2596,3663,5432,4501,6269,6296,5304,12848,10526,13685,10826,11986
"9984","K21398",45,39,67,66,31,26,54,47,57,64,81,29,5,12,8,8
"9985","K21399",606,650,257,534,414,155,0,4,0,0,0,428,338,424,357,415
"9986","K21400",2141,2193,1141,2102,1302,579,8,11,11,4,0,1554,1353,1482,1344,1464
"9987","K21401",1959,1766,2428,2092,1712,2061,4035,3094,4302,3815,4001,3847,3351,4242,2969,3462
"9988","K21402",571,322,454,319,61,85,41,51,29,40,49,173,133,108,92,88
"9989","K21405",3719,2848,3896,2789,4473,3135,5095,4430,4329,4377,5653,3037,2510,2577,3185,2506
"9990","K21407",18,17,61,13,22,29,42,75,60,58,73,230,176,132,233,182
"9991","K21415",0,2,10,1,20,3,0,0,1,4,1,17,10,30,14,23
"9992","K21416",1732,1533,1837,2038,4215,2043,1869,1634,2112,1914,1664,2168,1860,2269,1752,1824
"9993","K21417",1855,1789,1915,2290,4278,2368,2268,2062,2434,1956,1862,2290,2078,2345,1852,1753
"9994","K21420",679,673,1084,703,457,1040,2083,1846,1815,2065,2173,977,730,813,878,726
"9995","K21422",9,3,18,9,11,7,0,0,0,0,0,0,0,0,0,0
"9996","K21424",6,2,7,0,1,4,142,49,16,27,35,0,0,0,0,0
"9997","K21429",4,1,10,2,7,11,91,134,152,95,106,20,16,16,2,14
"9998","K21430",1754,1595,2329,1875,1452,2109,5438,4850,5801,5733,5546,2875,2508,3112,2411,2311
"9999","K21431",24,45,46,31,19,49,51,34,62,45,69,49,49,56,59,58
"10000","K21439",33,15,20,17,21,29,20,30,36,30,27,6,5,6,6,2
"10001","K21440",299,214,109,242,26,52,272,231,92,71,113,66,44,83,73,92
"10002","K21449",9695,8294,8994,10812,10960,5032,5733,7368,7019,8621,6645,8621,7419,7014,7086,6446
"10003","K21453",353,151,36,151,537,366,33,27,34,14,8,71,94,81,50,78
"10004","K21454",2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0
"10005","K21456",524,261,68,201,93,61,15,31,25,17,12,57,43,19,41,72
"10006","K21459",46,39,64,66,37,41,34,37,91,100,23,28,59,52,51,5
"10007","K21460",26,31,33,46,23,11,104,75,66,97,182,55,91,94,76,56
"10008","K21464",1264,1177,1249,1425,1359,734,2162,1680,2251,1895,2166,1532,1428,1837,1399,2237
"10009","K21465",3,0,2,0,0,8,39,38,82,92,98,6,40,91,11,287
"10010","K21467",201,177,152,147,114,108,88,69,54,43,32,62,56,71,40,42
"10011","K21468",540,387,85,431,42,112,19,8,4,2,2,163,102,47,121,88
"10012","K21469",3350,2905,1923,3781,3507,1837,2381,2094,2699,2547,2135,3480,2757,3171,3020,2640
"10013","K21470",432,526,1144,637,539,804,3333,2784,3321,3372,3479,2229,1925,2216,1920,1918
"10014","K21471",35485,30274,27191,37227,40530,34353,22445,17282,19673,18490,19073,36169,31441,33818,31014,30408
